node,conceptualized_node,node_type
本日駐點工作內容如下： A部門 2.FISAC資料收容-進行中 目前已請james 向FISAC提交需使用API的IP申請單。,"work, submission, api, documentation, processing",event
A人員 和 C人員 在 2025/12/31 上班,"working, collaboration, endofyear, duty, obligation",event
發現eStreamer資料從11/14 23:20後僅收到狀態log，且KVstore狀態異常，重啟服務後資料已陸續進到splunk,"restarting, logging, anomaly, recovery, synchronization",event
"處理工程師為 C人員, B人員 進行維護","maintenance, training, engineering, support, operation",event
設定PA每月Block Category報表新的寄送套件,"reporting, automation, scheduling, notification, customization",event
處理工程師為 C人員 進行時間為 2025/12/12 09:00 至 2025/12/12 18:00,"maintenance, operation, inspection, calibration, schedule",event
處理工程師為 B人員 進行時間為 2025/11/25 13:30 至 2025/11/25 17:30。,"training, maintenance, operation, calibration, troubleshooting",event
代辦事項：2.DEP02 ([IP])移轉(下周進行),"transfer, handover, next week",event
處理工程師為B客戶進行 Splunk_10月維護,"maintenance, support, inspection, troubleshooting, upgrade",event
記錄維護狀態,"logging, maintenance, status, recording",event
SH KVstore引擎異常測試進行中,"testing, anomaly, performance, evaluation, stability",event
A部門 Splunk套件升級-完成,"upgrade, completion, maintenance",event
自动化封鎖清單异动仪表板建置 (进行中),"building, automation, monitoring, updating, dashboard",event
"處理工程師為 A人員,C人員 進行時間為 2025/11/05 13:30 至 2025/11/05 19:00","training, mentoring, scheduling, engineering, collaboration",event
2. Cybereyes API 串接,"integration, connectivity, api, interface, connection",event
"處理工程師為 C人員, B人員進行時間為2025/03/14 09:00 至 2025/03/14 14:00。","training, mentoring, maintenance, operation, guidance",event
例行月維護 1.將自動化程式放於公用電腦上，成功執行,"maintenance, automation, execution, success, routine",event
新增用户sailag，并应用先前信件附件中的权限设置，请珮雯再次申请检测sailag用户的权限是否合规,"permission, authorization, compliance, verification, settings",event
代辦事項：4.Tenable API App串接,"integration, connection, api, automation, collaboration",event
待完成工作项目：1.CEF outputs套件调整送出格式 2.Finding会因为threat object重复显示，需进行ES版本升级 3.Splunk版本升级 4.Disable splunk自动version check 5.资产新增报废/运营中栏位 6.SH FISAC API input (未使用)关闭,"upgrade, adjustment, maintenance, functionality, enhancement",event
请B同事向FISAC提交需使用API的IP申请单,"submission, application, api, authorization, documentation",event
本日工作項目： 3.確認內對內告警 urgency = critical原因 甲、該告警severity 原先就為 high 乙、而該告警對應資產priorty為critical，故urgency提升至critical,"priority, criticality, confirmation, alert, importance",event
已更新憑證,"updating, certification, validation, renewal",event
请james向FISAC提交需使用API的IP申请单,"submission, api, authorization, application, access",event
處理工程師為 C人員 進行時間為 2025/11/11 13:30 至 2025/11/11 17:00,"maintenance, calibration, inspection, operation, scheduling",event
處置動作 (Action): 本周工作項目如下: 1.更新geodb,"updating, tasks, geodb, work, maintenance",event
Splunk_11月維護 處置動作 包含 版本更新：暫不更新 -當前版本：9.3.6/2025.07.31 -最新版本：10.0.2/2025.11.14,"maintenance, update, version, stability, upgrade",event
狀態描述 (Description): Splunk每週onsite 處置動作,"deployment, monitoring, maintenance, onsite, automation",event
处置动作包括一年以上情报对比VirusTotal (进行中),"analysis, comparison, monitoring, threat, investigation",event
建議 更新 版本,"update, revision, modification",event
除了PIMS search head遇到dbconenct異常問題，其他皆成功升版,"upgrade, connectivity, success, failure",event
處理工程師為 A人員 進行時間為 2025/11/24 11:30 至 2025/11/24 12:00,"maintenance, inspection, calibration, operation, check",event
Finding會因為threat object重複顯示，需進行ES版本升級,"upgrade, threat, display",event
設定 logrotate 排程監控： 每 2 小時檢查一次（/etc/cron.d/logrotate-syslog） 超過 1G自動 rotate 保留 30 個檔案 自動壓縮,"monitoring, scheduling, rotation, logging, automation",event
待辦事項: 2. 一年以上情資比對VirusTotal,"comparison, analysis, monitoring, malware, security",event
确认资料持续进行平衡，且无空间满载,"balancing, confirming, spaceutilization, maintenance, verification",event
"處理工程師為 A人員, C人員 進行時間為 2025/12/03 13:30 至 2025/12/03 17:40","training, mentoring, scheduling, maintenance, operation",event
5.KPMG滲透測試IP白名單 已將IP及網段加入白名單，並修改告警語法，使其同時比對IP及網段,"penetration, testing, whitelist, security, monitoring",event
"處理工程師為 A人員,C人員 進行時間為 2025/12/10 13:30 至 2025/12/10 20:00","training, mentoring, scheduling, engineering, collaboration",event
處理動作：1.授權用量：建議擴充 - 授權量：100GB -平均授權用量：124GB,"scaling, expansion, authorization, usage, storage",event
處理工程師為 C人員 進行時間為 2025/12/04 08:30 至 2025/12/04 09:00。,"maintenance, operation, inspection, calibration, scheduling",event
伺服器效能建議：若空間使用量持續增長，將搬移frozen,"migration, efficiency, storage, relocation, optimization",event
Arcsight和Splunk 歷史案件調閱,"searching, investigation, retrieval, history, cases",event
狀態描述 被記錄,"recording, documentation, log, entry",event
Splunk監控主機系統移轉與VM化服務(09-11)季維護DN20230083_(10/12),"migration, maintenance, virtualization, monitoring, service",event
先前提到pice_logs有缺少檔案的狀況,"missing, files, error, notification",event
目前已有产出一份 DC_ARP_table 报表,"reporting, production, table, arp, documentation",event
目前已有份DC_ARP_table报表，并与现有设备清单做比对,"comparison, report, inventory, verification, matching",event
工作事項： IDX01重新加入後，因同步資料導致IDX02與IDX03滿载,"sync, overflow, synchronization, data同步",event
覆蓋原先設定檔,"file, setting, configuration",entity
cybereyes api 告警,"alert, warning, detection",entity
Cybereyes API,"api, interface, integration, software",entity
Ryan,"person, employee, individual",entity
low,"priority, level, grade",entity
Splunk系統,"system, software, platform",entity
Splunk_10月維護,"maintenance, update, service",entity
待完成工作項目,"task, work, item, assignment",entity
GCP报表User栏位调整,"project, task, item",entity
ES告警,"monitoring, alert, security, notification, warning",entity
升版至9.3.8,"version, update, revision",entity
PA部門,"department, section, team",entity
2025/10/20 11:00 至 2025/10/20 16:00,"time, duration, period",entity
2025/12/12 09:00,"date, time, deadline",entity
2025/11/24 10:30 至 2025/11/24 11:00,"time, duration, maintenance, period",entity
收容,"accommodation, shelter, housing",entity
日志转发设置,"setting, configuration, log, forwarding",entity
2025/12/04 09:30 至 2025/12/04 10:00,"maintenance, update, service",entity
授權用量,"quota, allowance, authorization",entity
SPLUNK2024/09~2025/08維護報告,"email, report, maintenance",entity
/var/log/messages-20251214,"log, file, records",entity
SplunkAdd-on for Google Cloud Platform的sourcetype,"addon, integration, plugin, tool",entity
舊的殘留input設定,"setting, configuration, parameter",entity
SH KVstore引擎,"engine, system, storage, database, platform",entity
2026/01/02 17:33 至 2026/01/02 17:35,"time, period, duration",entity
PA每月Block Category報表新的寄送套件,"report, package, distribution",entity
crowdstrike套件,"package, software, tool, security, protection",entity
維護報告該檢查,"check, report, maintenance, inspection",entity
9.3.3/2025.02.26,"date, version, release",entity
動作,"operation, action, movement",entity
2025/11/04 09:00 至 2025/11/04 09:30,"time, period, interval",entity
Cybereyes API 串接,"service, integration, api",entity
PA每月报表,"report, document, record",entity
2025/12/30 09:00 至 2025/12/30 12:00,"time, duration, period",entity
每月1號,"date, month, schedule",entity
凌晨1:00時CPU和記憶體,"peak, usage, demand",entity
今日,"date, today, day",entity
Splunk 版本,"version, update, software",entity
產出一份DC_ARP_table報表並與現有設備清單做比對,"report, table, comparison, document, list",entity
CVE-2023-6932,"vulnerability, weakness, flaw, issue",entity
Finding,"finding, locate, discovery",entity
SPLUNK,"software, tool, platform, application, system",entity
日誌轉發設定,"setting, configuration, option",entity
forwarder上,"setting, configuration, record",entity
LDAP,"directory, service, protocol, authentication",entity
時間為 2025/11/27 13:30 至 2025/11/27 16:00,"time, period, duration",entity
系統優化建议,"optimization, suggestion, improvement",entity
本周工作項目如下,"work, items, tasks",entity
磁碟用量,"storage, capacity, diskusage",entity
IP申請單,"application, form, document",entity
確認報表寄送郵件情況,"email, report, confirmation, delivery, status",entity
IP事件,"event, incident, occurrence",entity
Splunk驻点服务202510第五周(2025/10/27),"service, support, operation, maintenance",entity
DLDK container NOT running,"container, issue, problem, error",entity
clean.sh,"script, shell, command, file",entity
Splunk監控主機系統移轉與VM化服務,"system, service, maintenance, monitoring, operation",entity
Identity新增title(職稱),"priority, identity, role",entity
今日工作內容,"work, task, duty, assignment",entity
维护纪录,"record, documentation, data, log, information",entity
2026年國定假日,"holiday, vacation, festivity",entity
Splunk工作事項 - 0729,"task, job, item, workitem",entity
datamodel dnsAMD,"model, data, schema, record, structure",entity
斷行,"execution, carryout, performance",entity
Action的一部分,"action, part, procedure",entity
Indexer 索引同步狀態,"normal, status, synchronization",entity
無,"time, moment, period",entity
SASE VPN,"network, security, login, access, tunnel, service",entity
CVE-2023-51043,"vulnerability, flaw, weakness",entity
一年以上情資比對VirusTotal,"comparison, analysis, verification",entity
釋放空間,"space, freedom, release",entity
2025/12/23 09:00 至 2025/12/23 18:00,"time, period, duration",entity
url,"link, address, webaddress",entity
防火牆,"security, barrier, protection, filter",entity
Splunk帳號,"account, login, credentials",entity
VirusTotal,"comparison, scanner, security, analysis",entity
G客戶,"maintenance, record, event",entity
今日工作项目,"task, work, project",entity
2025/12/12 13:30,"date, time, event",entity
2025/11/04 17:30,"time, date, moment",entity
內部憑證,"token, certificate, credential",entity
10台UF,"limit, threshold, cap",entity
作業系統版本,"version, release, edition",entity
Splunk SIEM(12)月維護.DM20240200+DN20240393,"event, maintenance, log, record",entity
FWD03底層資料收容filter設定,"setting, configuration, log",entity
2025/12/16 18:40,"time, date, moment",entity
G客户,"event, maintenance, status",entity
estreamer 資料清理排程,"schedule, timing, plan",entity
處置動作,"installation, performance, art",entity
2025/10/01 13:30 至 2025/10/01 17:30,"time, duration, period",entity
9.3.3,"version, update, release",entity
2025/12/12 18:00,"date, time, event",entity
F客户,"version, release, update",entity
版本,"version, edition, update",entity
2025/12/15 13:30 至 2025/12/15 17:30,"time, period, duration",entity
Splunk Indexer queue full - 20251212,"queue, update, issue, problem, maintenance",entity
橘底標示,"label, mark, identifier",entity
Splunk駐點服務20251226 - websense,"service, support, maintenance",entity
主機,"主机, 设备, 装置, 机器, 系统",entity
今日工作項目,"work, task, item, assignment",entity
forcepoint endpoint dlp,"software, system, security",entity
描述,"data, balance, status, condition",entity
UF,"device, machine, system",entity
B客户,"customer, user, client",entity
重啟服務,"service, restart, operation",entity
A部门,"department, group, unit",entity
全部主機之KV store 憑證,"kvstore, database, storage, system, service",entity
Splunk驻点服务,"service, support, assistance",entity
可删除索引的能力,"capability, ability, power",entity
狀態為正常,"normal, okay, healthy, functioning",entity
已取得需比對之情資清單,"list, information, records, data",entity
DEP02主機,"machine, device, host",entity
websense Log调整,"adjustment, modification, config",entity
n8n,"software, tool, platform, application",entity
C客戶,"project, system, installation",entity
公用电脑,"computer, machine, terminal, workstation",entity
已完成驗證,"setting, configuration, validation",entity
Red Hat 9.4,"operating system, distro, software",entity
事件時間只抓取事件前32個位元的範圍,"time, moment, instant",entity
等待中,"waiting, pending, holding",entity
Splunk整體架構IP,"system, architecture, framework",entity
供廠商進行例行維護或問題解決登入使用,"login, access, authentication",entity
Calvin,"user, person, participant",entity
協助新增寄信套件,"add, assist, support",entity
2025/12/01 10:00 至 2025/12/01 12:00,"time, period, duration",entity
接收狀態檢查,"check, status, confirm",entity
AI網站服務,"website, service, platform, portal",entity
2025/12/16 14:00 至 2025/12/16 18:40,"time, period, duration",entity
85%,"percentage, rate, proportion",entity
index=cim_modactions,"mail, package, shipment, record, log",entity
SH KVstore引擎異常測試,"test, engine, system, database, software",entity
PA,"setting, service, support",entity
未明確定義priotiry 的identity將設為low,"status, category, level",entity
2025/10/27 13:30 至 2025/10/27 17:30,"time, duration, period",entity
GeoDB,"database, system, information, record, collection",entity
歷史案件,"case, incident, event",entity
2025/12/26 14:00 至 2025/12/26 15:00,"time, period, maintenance, interval",entity
新增設備,"equipment, facility, device",entity
憑證,"proof, evidence, verification",entity
最新版本10.0.1/2025.11.14,"update, version, release",entity
2025/11/24 10:30 至 2025/11/24 12:00,"time, period, duration",entity
最新版本,"version, update, release",entity
Action,"event, activity, action item",entity
需使用API的IP申請單,"申请单, 请求, ip地址申请",entity
预设发送套件,"template, suite, package",entity
已重新开启,"开启, 重启, 恢复",entity
2026/01/19 13:30 至 2026/01/19 17:30,"time, period, duration",entity
mitreattack,"alert, detection, security",entity
CVE-2023-4133,"vulnerability, weakness, flaw",entity
附件,"file, attachment, document",entity
D客戶,"record, maintenance, customer",entity
時間段,"time, period, duration",entity
系統版本,"version, update, software",entity
E客戶,"system, software, version, update",entity
Gitlab漏洞修補,"task, issue, bug, problem",entity
B客戶,"customer, client, user",entity
PA TRAFFIC事件sourcetype,"log, event, source",entity
PIMS search head,"error, issue, problem",entity
Maintainer帳號權限確認,"confirmation, authorization, verification",entity
DEP02 ([IP]),"transfer, ip, asset",entity
扩充至285GB,"storage, capacity, space",entity
2025/12/11 09:00 至 2025/12/11 18:00,"time period, duration, interval",entity
Apim1,"setting, configuration, parameter",entity
弱點之一,"vulnerability, flaw, weakness",entity
现行版本近期被扫出弱點，建议进行升版,"update, version, patch",entity
2025/12/30 13:30 至 2025/12/30 17:30,"time, duration, period",entity
Splunk 2025 MA 11月定保.DM20250088_(7/12),"software, tool, platform",entity
設定,"setting, configuration, parameter",entity
1398GB,"usage, amount, license",entity
使用者權限調整,"permission, adjustment, management",entity
SH,"project, system, service",entity
完成寄信測試,"email, letter, message",entity
已在轉送器監視設定中更新uf清單，並於更新後讓uf重新報到。,"setting, update, transmission, report",entity
661.01 GB,"storage, capacity, space",entity
1. 授權用量：建議擴充 -授權量：100GB -平均授權用量：124GB,"quantity, usage, limit, amount",entity
KVstore憑證,"certificate, credential, token, validation, authentication",entity
協助韌體更新,"action, placement, operation",entity
完成 新增indexer至IDX cluster節點，目前將觀察index同步狀態,"node, indexer, synchronization, addition, update",entity
2025/11/19 13:30 至 2025/11/19 14:30,"time, period, duration",entity
其餘皆設為low,"action, category, genre",entity
重起服務,"service, restart, reboot",entity
2025/11/17 09:00 至 2025/11/17 17:00,"time, period, duration",entity
2025/12/24 09:00,"date, time, occasion",entity
James,"person, individual, participant",entity
新增告警,"报警, 警告, 提醒",entity
2025/11/06 11:00 至 2025/11/06 12:00,"time, period, interval",entity
I客戶,"record, maintenance, documentation",entity
工程師,"engineer, professional, technician, expert",entity
設定以停止預先儲存/apps/search路徑下的csv檔案作為知識包,"bundle, storage, file, data",entity
2025/12/16 14:00,"time, date, moment",entity
讓splunk監控所有檔案即使內容相似,"settings, configuration, setup",entity
处理工程师,"engineer, technician, specialist",entity
问题,"problem, issue, error",entity
處理,"procedure, processing, handling",entity
確認事件,"event, confirmation, schedule",entity
2025/12/26 15:00 至 2025/12/26 16:00,"time, period, maintenance",entity
各台主機KV store,"server, database, storage, system, technology",entity
下周进行,"week, next week, schedule",entity
保留log,"log, record, data",entity
時間為 2025/11/05 13:30 至 2025/11/05 19:00,"time, duration, period",entity
使用者權限,"权限, 权限等级, 权限设置",entity
3. 系統優化建議：根據說明定期檢查,"check, maintenance, optimization",entity
ZTA,"state, status, condition",entity
Splunk每週onsite,"device, system, software, tool, platform",entity
Cybereyes介接套件,"system, interface, device, software, module",entity
admin能力選項,"role, permission, management",entity
補跑設備IP往段清單給全科人員 （每月),"list, document, record",entity
ess_analyst角色,"role, position, character",entity
10.0.2,"version, number, address",entity
Splunk駐點服務202510第三周(2025/10/13),"service, support, maintenance",entity
2025/12/30 13:30 至 2025/12/30 17:00,"maintenance, time, period",entity
預設傳輸上限,"limit, threshold, cap",entity
splunk_B客戶B部門,"maintenance, update, service",entity
2025/12/24 13:30 至 2025/12/24 20:00,"time, duration, period",entity
Splunk Indexer queue full - 20251211,"log, record, data, queue",entity
sailag使用者,"host, server, machine",entity
已補跑報告並寄送郵件，另外報告存取時間為1天，所以以排程報告執行時間(11/1)，保存期限為11/2,"report, document, log, record, schedule",entity
splunk_信用卡處,"card, payment, finance, management",entity
CEF outputs套件,"package, module, system, component",entity
升版,"version, update, release",entity
問題,"problem, issue, matter",entity
页面,"page, document, webpage, site",entity
MG02磁碟用量超過90%,"warning, alert, abnormal",entity
estreamer,"stream, data, transfer, processor, tool, software",entity
CVE-2023-51779,"vulnerability, weakness, flaw",entity
Centos作業系統,"system, operating system, software, distribution, linux distribution",entity
630 GB,"storage, space, capacity",entity
FWD03備份異常,"error, issue, problem",entity
2. 伺服器效能：正常,"action, function, performance",entity
建立告警,"alarm, warning, alert",entity
無具体部门,"system, operation, software, platform",entity
未出現於DC_ARP_table中的設備,"device, equipment, item",entity
Identity將帳號狀態加入category欄位,"account, identity, status, title, label",entity
將於下周到場繼續處理,"task, meeting, appointment",entity
Gitlab升級至建議版本,"upgrade, update, version",entity
調整物件,"object, item, thing",entity
eStreamer 資料異常處理,"restart, issue, anomaly, data, processing",entity
B同事,"colleague, partner, teammate",entity
FISAC资料收容申请单,"form, application, document",entity
已完成，正在等待防火牆開通,"data, information, status",entity
新增,"alert, warning, detection",entity
2025/11/18 13:30,"time, date, moment",entity
調整 於報表新增需監控之url,"work, task, item",entity
頁面復原,"page, recovery, restore",entity
DEP02 ([IP])移轉,"task, matter, item",entity
今日到場作業項目,"report, task, operation, maintenance",entity
uf log limit,"limit, threshold, cap",entity
建立告警<PWLAN觸發IPS高風險告警>,"alarm, warning, alert",entity
2025/11/17 13:30 至 2025/11/17 17:30,"time, period, duration",entity
ess_analyst,"analyst, expert, professional, specialist",entity
DNS設定,"setting, configuration, parameter",entity
GitLab升版 17.10.8 → 18.1.6,"version, update, release",entity
F客戶,"system, service, maintenance",entity
KVstore狀態,"state, condition, status",entity
"更新GeoDB, 2025下半年度告警盤點, AI網站服務紀錄調閱報表建置 <Gen AI 連線紀錄(每日): monthly report> <Gen AI 連線紀錄(整月): monthly report> 設定於每月1日凌晨2:00執行","report, record, execution",entity
建立排程,"schedule, plan, arrangement",entity
当前版本,"version, update, release",entity
進行維護,"maintenance, update, repair, service",entity
憑證效期(B部門),"有效期, 时间, 期限",entity
送出格式,"package, code, function",entity
indexer,"machine, computer, node, device, system",entity
該sourcetype,"error, issue, problem",entity
账号状态,"status, condition, account",entity
10.0.0 / 2025.07.28,"update, version, release",entity
90%,"percentage, proportion, ratio",entity
DEP02,"transfer, move, transaction",entity
IT部门,"department, team, organization, office, unit",entity
佩雯,"user, person, individual",entity
Linux主機使用者與使用者權限,"user, admin, operator",entity
建議擴充,"storage, capacity, space",entity
20251124,"date, number, code",entity
異常原因,"reason, issue, problem",entity
IP,"property, right, asset",entity
維護紀錄有關,"record, information, documentation",entity
UAT / Production / PIMS 共8台,"object, adjustment, production, equipment, item",entity
SH新增,"software, system, tool, platform",entity
Centos,"system, distribution, linux, operating",entity
2025弱點掃描報告資訊整理,"report, information, document",entity
E客户,"software, update, version, program",entity
12.3.5版本,"version, update, patch",entity
白名單,"list, whitelist, ip list",entity
websense,"software, firewall, security, network, system",entity
2025/12/19 13:30 至 2025/12/19 16:00,"time, period, maintenance",entity
KPMG滲透測試IP白名單,"whitelist, record, maintenance",entity
升級,"upgrade, update, improvement",entity
刪除舊版本殘留的ES threat intelligence download設定,"setting, configuration, parameter",entity
4. 版本更新：建議更新 -當前版本：9.3.3/2025.02.26 -最新版本：10.0.2/2025.11.14,"update, version, release, upgrade",entity
dbconenct異常問題,"error, issue, problem",entity
GitLab,"software, platform, project, system, tool",entity
IDX01、IDX02、IDX03空间使用量,"space, usage, occupancy",entity
B部門indexer索引同步狀態,"status, synchronization, indexers",entity
pan:log,"log, data, record, event",entity
建議更新,"update, revision, upgrade",entity
更新uf清单，并在更新后让uf重新报到,"update, list, report",entity
2025/11/03 10:00 至 2025/11/03 12:00,"time, period, maintenance, schedule",entity
版本更新：建议更新 -当前版本：9.3.3/2025.02.26 -最新版本：10.0.2/2025.11.14,"update, version, release",entity
代辦事項,"task, duty, assignment, matter, work",entity
2025/12/17 13:30 至 2025/12/17 18:00,"time, period, duration",entity
SSH Server 漏洞修補,"task, issue, repair",entity
軟件,"software, program, application",entity
當前版本9.3.3/2025.02.26,"version, update, software",entity
一年以上情資比對VirusTotal (進行中),"comparison, analysis, monitoring",entity
僅留存6小時資料 (原為12小時),"data, information, records",entity
FCB腳本,"time, schedule, execution",entity
當前使用率,"usage, occupancy, rate",entity
系統,"system, software, program, application",entity
新增設定後已完整收容所有檔案之資料,"setting, configuration, files, data",entity
title(职称),"position, rank, designation",entity
CDIBHMGT02,"ip, address, network, identifier",entity
8.0.6 / 2024.10.22,"version, release, update",entity
先前已設定基本的Risk分數計算機制,"model, algorithm, mechanism",entity
asset中異常,"asset, property, resource, item",entity
FIsac情資,"data, information, intelligence",entity
172.20.137.45,"ip, address, network, host",entity
Splunk SIEM,"system, software, tool, platform, application",entity
個人測試環境,"environment, test, lab",entity
audit.log,"log, record, file, documentation, audittrail",entity
Identity,"self, selfhood, individuality, persona",entity
僅收到狀態log，且KVstore狀態異常,"status, log, abnormal",entity
"A人員, C人員","staff, worker, personnel, agent",entity
55.15GB,"storage, space, capacity",entity
2025/10/07 13:30 至 2025/10/07 17:30,"time, duration, period",entity
2025/11/04 13:30 至 2025/11/04 17:30,"time, period, duration",entity
針對不同mitreattack新增告警,"action, measure, response",entity
申請使用底層,"request, application, approval",entity
定保內容,"policy, content, agreement",entity
補跑,"run, 追赶, 补充",entity
Splunk套件,"update, software, tool, package",entity
今日工作內容如下,"tasks, work, duties",entity
B人員,"event, time, session, activity",entity
2025/11/10 09:30 至 2025/11/10 12:00,"time, period, maintenance, duration",entity
加入白名單，並修改告警語法,"list, whitelist, setting, configuration",entity
全科人員,"doctor, medical, healthcare, professional",entity
2025/07/29 13:30 至 2025/07/29 17:00,"time, duration, period",entity
101台UF,"device, machine, system",entity
admin能力的继承,"role, permission, authority",entity
H2,"water, hydrogen, element, chemical, gas",entity
大量網站攻擊嘗試,"attack, attempt, assault",entity
使用者 sailag,"user, member, participant",entity
GitLab漏洞,"vulnerability, bug, flaw",entity
待办事项：4.Tenable API App串接,"integration, connection, api, app",entity
週onsite 處置動作,"monitoring, analysis, data, operation, management",entity
checkpoint logclm uf,"delay, data, log, checkpoint",entity
效期,"expiration, deadline, validity",entity
已將過期憑證移除並重新產生新憑證,"certificate, credential, token",entity
A人員,"worker, employee, personnel, staff",entity
新增index,"index, entry, field, parameter, key",entity
工作項目,"task, project, item",entity
本月月維護,"maintenance, update, service, repair",entity
C同事,"colleague, coworker, staff",entity
底層查看原因,"device, equipment, hardware, system",entity
進行中,"process, progress, ongoing",entity
工作,"job, career, employment",entity
2025/11/26 17:30,"time, moment, datetime",entity
10月月維護,"month, maintenance, update",entity
messages-20251214檔案,"file, message, document",entity
Assets僅針對H1、H2、H3的設備將priority設為critical,"action, task, procedure",entity
2025/12/03 13:30 至 2025/12/03 17:40,"maintenance, time, period",entity
CVE-2023-39198,"vulnerability, weakness, flaw",entity
當前版本,"version, update, release",entity
報表,"report, statement, document, record",entity
splunk,"software, tool, platform, system",entity
splunk_信用卡處11月月維護,"card, payment, finance, maintenance",entity
<SAP重要TCode執行紀錄>告警語法調整,"work, record, log, execution, documentation",entity
indexer索引同步狀態,"status, synchronization, update",entity
2025/11/11 13:30 至 2025/11/11 17:30,"time, duration, period",entity
Apim1與imsdb01,"code, script, programming",entity
ARP_table報表,"table, record, log, entry",entity
CPU用量明顯上升且已持續兩周，同時磁碟用量也達到90%，其中estreamer資料占用約109G,"usage, activity, load, consumption",entity
時間為 2025/11/12 13:30 至 2025/11/12 17:40,"time, duration, period",entity
下線,"line, underline, marking",entity
Splunk駐點服務202601第三周,"service, maintenance, support",entity
駐點工作事項,"work, task, assignment",entity
異常hanging,"error, issue, problem",entity
10.0.1 / 2025.09.25,"version, date, number",entity
Websebse log異常截斷,"log, error, issue, problem",entity
更換SPLUNK內部與網頁憑證，並修改SPLUNK中的憑證路徑,"task, operation, procedure",entity
授權用量建議擴充,"amount, permission, authorization, quota",entity
2025/12/31 17:40,"date, time, newyear'seve",entity
Splunk10月維護報告,"report, maintenance, inspection",entity
10.0.2/2025.11.14,"version, update, release",entity
FISAC,"organization, committee, body, group",entity
Splunk與UF最新版本： 10.0.2 / 2025.11.14 (EOS:2027.07.28),"version, update, release, software",entity
Google Cloud Platform,"cloud, platform, service, technology",entity
2026/01/05 13:30 至 2026/01/05 17:30,"time, period, duration",entity
修改SASE VPN登入成功報表條件，與確認送至SOAR欄位,"action, task, procedure, operation",entity
A同事,"colleague, coworker, partner",entity
Sourcetype,"data, field, attribute",entity
功能,"function, feature, capability",entity
2025/07/29 12:00 至 2025/07/29 13:00,"time, period, duration",entity
報告,"report, document, statement",entity
處理工程師,"engineer, processing, technician, specialist",entity
服務正確，並再次執行健康檢查確認系統功能正常,"service, check, confirmation, functionality, system",entity
Splunk駐點服務202512第四周(2025/12/23),"service, maintenance, support",entity
FCB147的keep_logs,"log, record, file",entity
FISAC資料收容,"data, submission, application, api, ip, document",entity
checkpoint告警,"alarm, warning, alert",entity
Splunk 使用者權限調整,"权限, 调整, 管理",entity
FWD02磁盘,"disk, drive, storage",entity
過去備份及安裝檔,"backup, installation, file",entity
2025/11/04 13:30,"time, date, moment",entity
關閉,"setting, configuration, option",entity
splunk_銀行處,"bank, finance, institution",entity
10.0.1/2025.09.25,"version, update, release",entity
與HEC token for XSOAR,"token, asset, credential",entity
CVE-2025-6454、CVE-2025-2256,"vulnerability, flaw, bug, issue",entity
該台主機,"server, machine, host",entity
进行升版,"update, revision, upgrade",entity
E客戶Splunk駐點,"work, task, project",entity
網頁憑證,"certificate, security, validation, login, authentication",entity
已完成帳號盤點並寄送報表,"account, report, completion",entity
時間為2025/11/05 13:30 至 2025/11/05 19:00,"time, duration, period",entity
調整內容,"configuration, adjustment, settings",entity
版本更新建议,"update, version, suggestion, improvement",entity
原因為將是否報廢/營運中欄位匯入資產,"asset, field, information, data, record",entity
E客戶的維護問題,"service, support, maintenance",entity
C人員,"engineer, staff, worker, technician",entity
Splunk 2025 MA 10月,"insurance, contract, agreement",entity
2025/12/02 13:30,"date, time, occasion",entity
本人,"person, individual, user",entity
2025/03/28 09:00 至 2025/03/28 21:00,"period, time, duration",entity
2.伺服器效能,"performance, speed, efficiency",entity
SH KVstore狀態,"status, condition, state",entity
索引器集群,"indexer, cluster, collection, system, database",entity
Splunk角色能力异常,"role, ability, issue, problem, anomaly",entity
critical,"important, urgent, vital",entity
Splunk駐點服務202512第三周(2025/12/15),"service, support, maintenance",entity
PA每月報表觸發動作變更,"report, action, trigger, modification, setting",entity
A客户,"update, revision, version",entity
Splunk的現行版本,"software, platform, tool, solution, application",entity
HTTP对对外大量传输资料报表,"report, data, monitoring",entity
代办事项,"task, duty, responsibility, matter",entity
2026/01/13 13:30 至 2026/01/13 17:30,"time, period, duration",entity
Splunk_12月維護,"state, maintenance, update",entity
DEP02 root服務確認,"service, confirmation, participation",entity
2025/11/07 13:50 至 2025/11/07 17:30,"time, period, duration",entity
2025/12/19 13:30 至 2025/12/19 18:00,"time, period, duration",entity
可刪除索引能力,"index, capability, deletion, management",entity
Splunk駐點服務,"service, support, maintenance",entity
KV store,"disk, storage, archive",entity
設備,"device, equipment, facility",entity
待辦事項,"task, item, to-do",entity
Asset and Identity priority確認,"priority, importance, focus",entity
Splunk升版完成,"update, version, release",entity
12月月維護,"维护, 保养, 检修",entity
Splunk角色能力異常,"role, permission, capability, privilege",entity
排程日期,"date, day, schedule, planning",entity
Raw data內就有換行字元,"data, information, log, record",entity
帳號盤點並寄送報表給Hank,"task, report, accounting",entity
H3,"device, equipment, hardware, system",entity
2025/10/30 13:30 至 2025/10/30 17:00,"time, period, duration",entity
今日工作項目如下,"tasks, work, items",entity
PA事件時間,"time, event, occurrence, moment",entity
資料平衡確認,"balance, data, confirmation",entity
平均授權使用量,"usage, allowance, quota",entity
定保,"insurance, policy, contract",entity
